author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/294397304/,Москва,sale,flat,11,24,1,38.3,-1,0,10300000,Можайский,Беловежская ,37К1,Сетунь,
ID 111006123,realtor,https://www.cian.ru/sale/flat/300225381/,Москва,sale,flat,7,9,1,32.7,-1,0,12000000,Строгино, Кулакова,7,Строгино,
ЗелАН,real_estate_agent,https://www.cian.ru/sale/flat/299182209/,Москва,sale,flat,17,17,1,38.0,-1,0,8200000,Крюково,Зеленоград,к1450,Зеленоград — Крюково,
Наталья Фурсова,realtor,https://www.cian.ru/sale/flat/300833544/,Москва,sale,flat,4,9,1,32.0,-1,0,14500000,Коньково,Профсоюзная ,85К1,Беляево,
PRAVDA HOME,real_estate_agent,https://www.cian.ru/sale/flat/299174929/,Москва,sale,flat,5,5,1,35.6,-1,0,10850000,Москворечье-Сабурово,Каширское шоссе,44К2,Каширская,
ID 13281051,homeowner,https://www.cian.ru/sale/flat/300481264/,Москва,sale,flat,9,19,1,42.6,-1,0,11450000,,проезд Чечерский,122к3,Бунинская аллея,Новое Бутово
БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/300875971/,Москва,sale,flat,10,10,1,18.0,-1,0,8800000,Проспект Вернадского,проспект Вернадского,41С1,Проспект Вернадского,
ID 20196207,homeowner,https://www.cian.ru/sale/flat/298433898/,Москва,sale,flat,4,7,1,43.5,-1,0,7500000,Десеновское поселение,аллея Буковая,14,,Андерсен
ID 55519919,homeowner,https://www.cian.ru/sale/flat/296519297/,Москва,sale,flat,1,9,1,40.0,-1,0,13600000,, Инженера Кнорре,7к3,Румянцево,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300779233/,Москва,sale,flat,1,12,1,39.1,-1,0,9300000,Восточное Измайлово,16-я Парковая ,19К1,Первомайская,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300389601/,Москва,sale,flat,3,14,1,36.0,-1,0,9990000,Сокол,Балтийская ,15,Сокол,
ID 114471646,homeowner,https://www.cian.ru/sale/flat/300215502/,Москва,sale,flat,4,25,1,37.6,-1,0,12999000,Метрогородок,Тагильская ,4к1,Бульвар Рокоссовского,Сиреневый парк
ID 50243579,unknown,https://www.cian.ru/sale/flat/300410066/,Москва,sale,flat,10,18,1,30.0,-1,0,10600000,Останкинский,Березовая аллея,19к2,Ботанический сад,Апарт-комплекс Легендарный квартал
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301309301/,Москва,sale,flat,1,9,1,32.1,-1,0,10500000,Обручевский, Гарибальди,20/29К1,Новые Черёмушки,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299735659/,Москва,sale,flat,1,5,1,35.0,-1,0,12000000,Люблино,Ставропольская ,7,Люблино,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/296956787/,Москва,sale,flat,2,2,1,15.1,-1,0,8300000,Басманный,Гороховский переулок,6/1С2,Курская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294674434/,Москва,sale,flat,10,14,1,35.5,-1,0,8600000,,шоссе Остафьевское,14к3,Щербинка,Остафьево
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/301036939/,Москва,sale,flat,13,14,1,39.9,-1,0,10250000,Ново-Переделкино, Шолохова,2,Новопеределкино,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300619825/,Москва,sale,flat,12,25,1,35.2,-1,0,13200000,Кунцево,№ 100 кв-л,1к1,Павшино,Мякинино парк
Прогресс Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297618257/,Москва,sale,flat,12,33,1,32.2,-1,0,13200000,Нижегородский,Новохохловская ,15к3,Калитники,Новохохловская 15
Наталия Глухова,realtor,https://www.cian.ru/sale/flat/297212254/,Москва,sale,flat,13,17,1,41.6,-1,0,9350000,, Александры Монаховой,43к2,Бунинская аллея,Москва А101
Владис,real_estate_agent,https://www.cian.ru/sale/flat/298622113/,Москва,sale,flat,1,9,1,35.0,-1,0,9500000,Южное Бутово,Бартеневская ,23К1,Бульвар Адмирала Ушакова,
Елена Антонова,realtor,https://www.cian.ru/sale/flat/297087775/,Москва,sale,flat,24,33,1,34.2,-1,0,14500000,Нижегородский,Новохохловская ,11С10,Калитники,
ТРИУМФ,real_estate_agent,https://www.cian.ru/sale/flat/300324262/,Москва,sale,flat,6,33,1,36.2,-1,0,12300000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/300478705/,Москва,sale,flat,12,26,1,40.5,-1,0,13199990,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300754183/,Москва,sale,flat,1,15,1,38.1,-1,0,10430000,, Гренадерская,9к2,Ольховая,"Новые Ватутинки, мкр. Десна"
Доходная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300706310/,Москва,sale,flat,12,22,1,20.5,-1,0,9000000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
ID 24537240,realtor,https://www.cian.ru/sale/flat/301722447/,Москва,sale,flat,14,25,1,39.0,-1,0,15900000,Чертаново Южное,Варшавское шоссе,141Ак5,Аннино,Аннино парк
ID 75080019,homeowner,https://www.cian.ru/sale/flat/259367546/,Москва,sale,flat,16,16,1,52.2,-1,0,16000777,Лосиноостровский,Челюскинская ,11,Медведково,
ID 311,realtor,https://www.cian.ru/sale/flat/292434467/,Москва,sale,flat,2,13,1,40.0,-1,0,16350000,Марьина роща,Складочная ,8к1,Савёловская,Шереметьевский
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298211391/,Москва,sale,flat,15,17,1,50.0,-1,0,16300000,, Татьянин Парк,11,Говорово,Татьянин Парк
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300610548/,Москва,sale,flat,20,39,1,36.4,-1,0,16500000,Западное Дегунино,Ильменский проезд,14к8,Селигерская,Селигер Сити
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/301406432/,Москва,sale,flat,19,25,1,35.0,-1,0,16490000,Кунцево,Ярцевская ,24К1,Молодёжная,Ярцевская 24
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299943786/,Москва,sale,flat,18,25,1,42.5,-1,0,16950000,Очаково-Матвеевское, Лобачевского,45,Аминьевская,Мичурино
ID 735280,unknown,https://www.cian.ru/sale/flat/297265242/,Москва,sale,flat,3,27,1,39.1,-1,0,17200000,Щукино,1-й Пехотный переулок,2,Стрешнево,Trend
Суламит-НГС,real_estate_agent,https://www.cian.ru/sale/flat/299433333/,Москва,sale,flat,4,10,1,35.8,-1,0,17400000,Алексеевский,проспект Мира,184К1,Улица Сергея Эйзенштейна,
Метриум Премиум - отдел вторичной недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301487136/,Москва,sale,flat,4,19,1,40.0,-1,0,17500000,Покровское-Стрешнево,Волоколамское шоссе,71к2,Спартак,Город на Реке Тушино-2018
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300739522/,Москва,sale,flat,3,41,1,38.7,-1,0,17500000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
Эльмира Камаева,realtor,https://www.cian.ru/sale/flat/301568405/,Москва,sale,flat,25,35,1,32.0,-1,0,17500000,Левобережный,Фестивальная ,29,Речной вокзал,Фестиваль Парк
Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/300775267/,Москва,sale,flat,24,30,1,40.0,-1,0,17990000,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ
Даниил Усаковский,realtor,https://www.cian.ru/sale/flat/291423377/,Москва,sale,flat,2,8,1,50.5,-1,0,18050000,,,,,
ID 24868878,unknown,https://www.cian.ru/sale/flat/297730158/,Москва,sale,flat,27,30,1,35.1,-1,0,18000000,Южнопортовый,Волгоградский проспект,32/3к3,Угрешская,Метрополия
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/299878259/,Москва,sale,flat,19,23,1,44.9,-1,0,18200000,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,LIFE-Ботанический сад
NEWPOLIS,real_estate_agent,https://www.cian.ru/sale/flat/300252607/,Москва,sale,flat,19,22,1,47.2,-1,0,18833000,Черемушки, Каховка,31,Зюзино,
Елена Фирсова,realtor,https://www.cian.ru/sale/flat/301320415/,Москва,sale,flat,10,13,1,40.0,-1,0,18700000,Покровское-Стрешнево,Волоколамское шоссе,71к2,Спартак,Город на Реке Тушино-2018
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/295896231/,Москва,sale,flat,5,28,1,37.0,-1,0,18950000,Лефортово,проезд Невельского,1к1,Авиамоторная,Символ
Гильдия Риэлторов Москвы,real_estate_agent,https://www.cian.ru/sale/flat/301175786/,Москва,sale,flat,6,28,1,34.0,-1,0,18990000,Лефортово,проезд Невельского,1к4,Авиамоторная,Символ
Метр-Инфо,real_estate_agent,https://www.cian.ru/sale/flat/300176709/,Москва,sale,flat,2,29,1,49.0,-1,0,19990000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/299019109/,Москва,sale,flat,10,25,1,31.2,-1,0,20000000,Аэропорт,Ленинградский проспект,36с40,Динамо,ВТБ Арена парк
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299002987/,Москва,sale,flat,3,8,1,34.5,-1,0,20500000,Даниловский,проспект Лихачева,10к4,Технопарк,Квартал на набережной NOW
ID 33515281,unknown,https://www.cian.ru/sale/flat/300281966/,Москва,sale,flat,6,29,1,37.0,-1,0,20900000,Хорошево-Мневники,Шелепихинская набережная,40к3,Хорошёвская,Sydney City
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300114416/,Москва,sale,flat,3,30,1,41.1,-1,0,21200000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299924739/,Москва,sale,flat,14,16,1,39.7,-1,0,21500000,Свиблово,Лазоревый проезд,1Ак1,Ботанический сад,LIFE-Ботанический сад
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/301013045/,Москва,sale,flat,11,15,1,35.1,-1,0,21500000,Аэропорт,Ленинградский проспект,36с39,,ВТБ Арена парк
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298875829/,Москва,sale,flat,9,17,1,46.4,-1,0,21900000,Лефортово,Солдатский переулок,10,Лефортово,Лефорт
ID 41053596,real_estate_agent,https://www.cian.ru/sale/flat/301620087/,Москва,sale,flat,4,18,1,38.0,-1,0,21990000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,Серебряный фонтан
KINS Group,real_estate_agent,https://www.cian.ru/sale/flat/295715281/,Москва,sale,flat,18,29,1,36.0,-1,0,22000000,Филевский парк,Береговой проезд,3,Фили,Береговой
Екатерина Щетенкова,realtor,https://www.cian.ru/sale/flat/298707230/,Москва,sale,flat,18,22,1,40.0,-1,0,21900000,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение,
Иван Копцев,realtor,https://www.cian.ru/sale/flat/299202447/,Москва,sale,flat,9,31,1,37.4,-1,0,22500000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/296959546/,Москва,sale,flat,3,52,1,30.0,-1,0,23000000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/301013115/,Москва,sale,flat,11,15,1,39.8,-1,0,23500000,Аэропорт,Ленинградский проспект,36с39,,ВТБ Арена парк
ID 58394133,homeowner,https://www.cian.ru/sale/flat/300158314/,Москва,sale,flat,11,19,1,46.3,-1,0,23500000,Алексеевский,Новоалексеевская ,16к2,Алексеевская,Серебряный фонтан
DOMinno,real_estate_agent,https://www.cian.ru/sale/flat/301490797/,Москва,sale,flat,38,57,1,35.0,-1,0,23990000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
ID 41499106,unknown,https://www.cian.ru/sale/flat/300369404/,Москва,sale,flat,13,26,1,43.0,-1,0,23950000,Покровское-Стрешнево,Летная ,95Бк2,Спартак,ÁLIA
ID 41499106,unknown,https://www.cian.ru/sale/flat/301383025/,Москва,sale,flat,11,43,1,42.0,-1,0,23989000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
Ярославна Слинько,realtor,https://www.cian.ru/sale/flat/301788795/,Москва,sale,flat,19,23,1,47.5,-1,0,25000000,Хорошево-Мневники, Народного Ополчения,13,Народное Ополчение,Wellton Gold
Премиум Сервис,real_estate_agent,https://www.cian.ru/sale/flat/300644939/,Москва,sale,flat,9,29,1,35.4,-1,0,25650000,Хорошево-Мневники,Шелепихинская набережная,34к4,Шелепиха,Сердце Столицы
Екатерина Щетенкова,realtor,https://www.cian.ru/sale/flat/300563521/,Москва,sale,flat,6,22,1,39.0,-1,0,25800000,Хорошевский, Зорге,9Ак1,Зорге,
Вадим Кронберг,realtor,https://www.cian.ru/sale/flat/300678338/,Москва,sale,flat,13,29,1,40.0,-1,0,26000000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
Karlson Realty,real_estate_agent,https://www.cian.ru/sale/flat/299466433/,Москва,sale,flat,2,13,1,37.3,-1,0,25990000,Раменки,Винницкая ,8к3,Раменки,Настоящее
Екатерина Щетенкова,realtor,https://www.cian.ru/sale/flat/300914382/,Москва,sale,flat,18,22,1,50.5,-1,0,28500000,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение,
РОСТ-РИЕЛТ на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/299005437/,Москва,sale,flat,2,40,1,40.1,-1,0,29000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Яна Усманова,realtor,https://www.cian.ru/sale/flat/301530839/,Москва,sale,flat,4,26,1,42.6,-1,0,30990000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
FIVE Realty,real_estate_agent,https://www.cian.ru/sale/flat/300584442/,Москва,sale,flat,9,42,1,40.5,-1,0,31500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
ID 219307,realtor,https://www.cian.ru/sale/flat/301271128/,Москва,sale,flat,8,22,1,60.8,-1,0,32500000,Пресненский,Шмитовский проезд,16С2,Улица 1905 года,Шмитовский 16
ЖИR Private,real_estate_agent,https://www.cian.ru/sale/flat/301157443/,Москва,sale,flat,11,41,1,67.1,-1,0,33000000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
ID 13516,realtor,https://www.cian.ru/sale/flat/301609572/,Москва,sale,flat,14,25,1,46.7,-1,0,37900000,Очаково-Матвеевское,Нежинская ,3А,Матвеевская,
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/297235603/,Москва,sale,flat,6,6,1,55.0,-1,0,49990000,Басманный,Мясницкая ,24/7С3,Тургеневская,Metropolis Loft
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298922993/,Москва,sale,flat,4,21,1,54.0,-1,0,54000000,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/296576457/,Москва,sale,flat,24,85,1,92.0,-1,0,60500000,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098691/,Москва,sale,flat,1,5,1,13.1,-1,0,3900000,Пресненский,Стрельбищенский переулок,22А,Москва-Сити,
PnP Development,real_estate_agent,https://www.cian.ru/sale/flat/290185551/,Москва,sale,flat,3,31,1,11.2,-1,0,4150000,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098694/,Москва,sale,flat,1,5,1,15.6,-1,0,4300000,Пресненский,Стрельбищенский переулок,22А,Москва-Сити,
СЛУЖБА 925,real_estate_agent,https://www.cian.ru/sale/flat/293949247/,Москва,sale,flat,5,5,-1,81.9,-1,0,4300000,Даниловский,Малая Тульская ,2/1К22,Тульская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098689/,Москва,sale,flat,1,5,1,17.1,-1,0,4500000,Пресненский,Стрельбищенский переулок,22А,Москва-Сити,
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/301564205/,Москва,sale,flat,4,5,1,18.8,-1,0,4700000,Перово, 2-я Энтузиастов,5,Авиамоторная,
ID 114494989,homeowner,https://www.cian.ru/sale/flat/301732555/,Москва,sale,flat,5,5,1,33.5,-1,0,5000000,пос. Рогово, Школьная,18,,
Денис Каргин,realtor,https://www.cian.ru/sale/flat/282684542/,Москва,sale,flat,4,5,1,20.2,-1,0,5099000,Марфино,Гостиничная ,5,Окружная,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/297665778/,Москва,sale,flat,4,9,1,26.8,-1,0,6182125,Люблино, Верхние Поля,27С2,Братиславская,
Сити Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296475412/,Москва,sale,flat,1,4,1,15.0,-1,0,6200000,Бабушкинский,Верхоянская ,10,Свиблово,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298940093/,Москва,sale,flat,2,4,1,37.2,-1,0,6300000,, Ирландская,4к2,Подольск,Ирландский квартал
ID 460587,unknown,https://www.cian.ru/sale/flat/300289417/,Москва,sale,flat,2,3,1,16.2,-1,0,6490000,Коньково,Миклухо-Маклая ,42Б,Беляево,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300484387/,Москва,sale,flat,9,9,1,35.1,-1,0,7220000,Люблино, Верхние Поля,27С2,Братиславская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153125/,Москва,sale,flat,11,17,1,34.25,-1,0,7499000,, Генерала Пилипенко,1к1,Коммунарка,Кленовые Аллеи
ID 99881729,realtor,https://www.cian.ru/sale/flat/300246179/,Москва,sale,flat,2,5,1,30.5,-1,0,7500000,, Симферопольская,3В,Щербинка,
Борис Самарин,realtor,https://www.cian.ru/sale/flat/299526999/,Москва,sale,flat,4,4,1,19.0,-1,0,7550000,Басманный, Казакова,8С2,Курская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/296283974/,Москва,sale,flat,1,12,1,32.3,-1,0,7800000,Бирюлево Восточное,Загорьевская ,14К1,Царицыно,
ID 99881729,realtor,https://www.cian.ru/sale/flat/300777163/,Москва,sale,flat,3,16,1,33.0,-1,0,7750000,, Гренадерская,9к1,Коммунарка,"Новые Ватутинки, мкр. Десна"
Илья Миронов,realtor,https://www.cian.ru/sale/flat/301061416/,Москва,sale,flat,9,13,1,34.5,-1,0,7890000,,шоссе Рязановское,31к1,Силикатная,
Дмитрий Некипелов,realtor,https://www.cian.ru/sale/flat/298752003/,Москва,sale,flat,7,14,1,37.2,-1,0,7950000,Крюково,Зеленоград,к1501,Зеленоград — Крюково,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/275891629/,Москва,sale,flat,1,12,1,39.1,-1,0,8000000,Бирюлево Восточное,Загорьевский проезд,7К2,Царицыно,
Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/301546590/,Москва,sale,flat,5,17,1,38.5,-1,0,8000000,Некрасовка,проспект Защитников Москвы,1,Некрасовка,
ID 521821,realtor,https://www.cian.ru/sale/flat/300923802/,Москва,sale,flat,10,12,1,35.0,-1,0,8000000,Бирюлево Восточное,Михневская ,7К1,Царицыно,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098507/,Москва,sale,flat,9,9,1,32.8,-1,0,8100000,Выхино-Жулебино,Рязанский проспект,91К1,Выхино,
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301712776/,Москва,sale,flat,2,6,1,39.9,-1,0,8150000,, Жемчужная,1к3,Филатов Луг,Марьино Град
КРИГЕР,real_estate_agent,https://www.cian.ru/sale/flat/298277887/,Москва,sale,flat,1,12,1,37.5,-1,0,8200000,Марьино,Перервинский бульвар,21К3,Братиславская,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300844028/,Москва,sale,flat,8,9,1,32.8,-1,0,8150000,Вешняки,Реутовская ,8К1,Новогиреево,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153659/,Москва,sale,flat,8,17,1,42.3,-1,0,8190000,, Мостотреста,8с1,Щербинка,Калипсо-3
ID 94755097,homeowner,https://www.cian.ru/sale/flat/283252548/,Москва,sale,flat,4,9,1,32.0,-1,0,8200000,Гольяново,Щелковское шоссе,91К1,Щёлковская,
Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300201277/,Москва,sale,flat,9,10,1,43.0,-1,0,8299999,Южное Бутово, Маршала Савицкого,26к2,Щербинка,
Сити Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296578003/,Москва,sale,flat,1,9,1,18.0,-1,0,8350000,Ломоносовский, Вавилова,91К1,Новые Черёмушки,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153272/,Москва,sale,flat,2,9,1,32.9,-1,0,8499000,Вешняки, Молдагуловой,32,Выхино,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/298296711/,Москва,sale,flat,3,9,1,35.0,-1,0,8400000,Некрасовка,1-я Вольская ,13К2,Люберцы,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/298606228/,Москва,sale,flat,6,6,1,33.0,-1,0,8400000,Марфино,Гостиничный проезд,8К1,Окружная,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098543/,Москва,sale,flat,13,18,1,41.2,-1,0,8400000,, Ленина,12,Кокошкино,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301224949/,Москва,sale,flat,1,9,1,29.5,-1,0,8500000,Можайский, Багрицкого,22,Кунцевская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300640454/,Москва,sale,flat,3,17,1,39.2,-1,0,8500000,, Генерала Пилипенко,1к3,Коммунарка,Кленовые Аллеи
Сити Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300989943/,Москва,sale,flat,10,12,1,40.0,-1,0,8500000,Солнцево, Авиаторов,11К1,Солнцево,
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/298780356/,Москва,sale,flat,1,9,1,30.4,-1,0,8500000,Кузьминки, Федора Полетаева,38,Рязанский проспект,
ID 90239266,homeowner,https://www.cian.ru/sale/flat/274992411/,Москва,sale,flat,9,17,1,38.0,-1,0,8500000,Десеновское поселение, 3-я Нововатутинская,11,,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299774427/,Москва,sale,flat,7,9,1,32.5,-1,0,8600000,Орехово-Борисово Южное,Шипиловский проезд,63К1,Домодедовская,
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/295014010/,Москва,sale,flat,6,22,1,17.3,-1,0,8590000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/297471229/,Москва,sale,flat,9,9,1,34.6,-1,0,8645000,Люблино, Верхние Поля,27С2,Братиславская,
Доходная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296150165/,Москва,sale,flat,12,22,1,17.5,-1,0,8600000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/296521470/,Москва,sale,flat,4,9,1,32.6,-1,0,8700000,Орехово-Борисово Южное,Шипиловский проезд,63К1,Домодедовская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/297269769/,Москва,sale,flat,8,15,1,33.1,-1,0,8700000,,проспект Куприна,34к1,Бунинская аллея,Эко Бунино
ID 370145,unknown,https://www.cian.ru/sale/flat/301542572/,Москва,sale,flat,3,25,1,37.0,-1,0,8700000,, Никитина,11к1,Рассказовка,Город-парк Первый Московский
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/296124514/,Москва,sale,flat,22,22,1,17.2,-1,0,8780000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
Дмитрий Шпак,realtor,https://www.cian.ru/sale/flat/297493910/,Москва,sale,flat,10,14,1,38.0,-1,0,8800000,Южное Бутово, Адмирала Лазарева,62,Бунинская аллея,
Наталья Котова,realtor,https://www.cian.ru/sale/flat/298083027/,Москва,sale,flat,13,14,1,38.7,-1,0,8900000,Бирюлево Западное,Востряковский проезд,15К2,Битца,
Elena Svetkina,realtor,https://www.cian.ru/sale/flat/294822279/,Москва,sale,flat,1,13,1,32.0,-1,0,8950000,Тропарево-Никулино, 26 Бакинских Комиссаров,3к3,Юго-Западная,
Ирина Бакика,realtor,https://www.cian.ru/sale/flat/297249616/,Москва,sale,flat,1,9,1,35.5,-1,0,8900000,Восточное Дегунино, 800-летия Москвы,7К1,Бескудниково,
ID 107641596,unknown,https://www.cian.ru/sale/flat/299373811/,Москва,sale,flat,12,14,1,38.0,-1,0,8990000,Лосиноостровский,Изумрудная ,36,Бабушкинская,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/297115762/,Москва,sale,flat,3,5,1,30.1,-1,0,9000000,Можайский,Гвардейская ,15К1,Рабочий посёлок,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299944808/,Москва,sale,flat,4,16,1,36.0,-1,0,9100000,Новогиреево,Мартеновская ,33,Новогиреево,
Мария Александрова,realtor,https://www.cian.ru/sale/flat/300094354/,Москва,sale,flat,3,16,1,35.0,-1,0,9150000,Ивановское,шоссе Энтузиастов,98К6,Новогиреево,
SC Realty,real_estate_agent,https://www.cian.ru/sale/flat/299359436/,Москва,sale,flat,5,9,1,33.0,-1,0,9200000,Вешняки, Красный Казанец,1К2,Вешняки,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301255257/,Москва,sale,flat,7,9,1,33.0,-1,0,9200000,Орехово-Борисово Северное,Ореховый бульвар,11К1,Домодедовская,
Анна Иванова,realtor,https://www.cian.ru/sale/flat/298956219/,Москва,sale,flat,12,12,1,36.3,-1,0,9200000,Преображенское,Большая Черкизовская ,32К4,Локомотив,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300932908/,Москва,sale,flat,5,9,1,32.4,-1,0,9300000,Чертаново Центральное, Красного Маяка,5К1,Пражская,
Иван Солдатенков,realtor,https://www.cian.ru/sale/flat/301804542/,Москва,sale,flat,6,9,1,21.0,-1,0,9350000,Бабушкинский,Енисейская ,17К3,Бабушкинская,
ID 111427239,homeowner,https://www.cian.ru/sale/flat/301274860/,Москва,sale,flat,8,16,1,35.0,-1,0,9400000,Марьино,Белореченская ,28К1,Братиславская,
ID 11085,realtor,https://www.cian.ru/sale/flat/299190804/,Москва,sale,flat,2,17,1,37.6,-1,0,9500000,Западное Дегунино,Весенняя ,4,Грачёвская,
Зиля Карамова,realtor,https://www.cian.ru/sale/flat/263316279/,Москва,sale,flat,1,16,1,37.7,-1,0,9450000,Чертаново Центральное,Варшавское шоссе,142К2,Пражская,
Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300756677/,Москва,sale,flat,33,33,1,21.6,-1,0,9500000,Метрогородок,Открытое шоссе,18Ак3,Бульвар Рокоссовского,Лосиноостровский парк
